colonia_alcaldia,consumo_total,tot_hog,nivel_promedio_ponderado,diversidad_shannon
ATACAXCO | LA MAGDALENA CONTRERAS,0.0,405,0.0,-0.0
ATENOR SALAS | BENITO JUAREZ,36818.990000000005,811,2.9402077569210885,0.691358557748634
ATLAMAYA | ALVARO OBREGON,72109.43,463,3.415091479713541,0.49334909416315254
ATLAMPA | CUAUHTEMOC,285589.99,4074,1.2861356940416573,0.6574762057093247
ATLANTIDA | COYOACAN,29852.510000000002,375,3.0556562915480137,0.622872936766583
AVANTE | COYOACAN,119771.09,3069,1.4316157596962673,0.5973674841450868
AVE REAL | ALVARO OBREGON,3338.38,279,2.0050922902725277,0.6931342147937983
AVIACION CIVIL (AMPL) | VENUSTIANO CARRANZA,15013.14,668,2.2236574094426618,0.5314981989917243
AVIACION CIVIL | VENUSTIANO CARRANZA,105063.47999999998,1871,2.4232971342658747,0.7728968685022037
AXOTLA | ALVARO OBREGON,115731.67000000001,846,3.933095841440809,0.24555632877962386
AZTECA | VENUSTIANO CARRANZA,12201.74,502,1.686957761761847,0.6215132222307099
BALCONES DE CEHUAYO | ALVARO OBREGON,1317.66,376,2.0,-0.0
BANJIDAL | IZTAPALAPA,74332.2,1221,1.9949811790852416,0.031578655229737386
BARRANCA SECA | LA MAGDALENA CONTRERAS,5706.16,1403,1.7992310064912307,0.5014666287038629
BARRIO 18 | XOCHIMILCO,1854.87,1849,2.828122725581847,0.6690271732929052
BARRIO NORTE | ALVARO OBREGON,48061.04,3558,1.0,-0.0
BARROS SIERRA | LA MAGDALENA CONTRERAS,1780.35,1272,2.0,-0.0
BATAN VIEJO (EL MAESTRO) | LA MAGDALENA CONTRERAS,8276.560000000001,367,3.3042423422291383,0.6144160927867105
BEJERO | ALVARO OBREGON,10685.89,513,2.628878829933679,0.47972135131690735
BELEM (BARR) | XOCHIMILCO,15722.57,386,2.0,-0.0
BELEN DE LAS FLORES (U HAB) | ALVARO OBREGON,122976.07,1229,1.0,-0.0
BELEN DE LAS FLORES SECCION RELLENO | ALVARO OBREGON,14057.27,193,2.0,-0.0
BELEN DE LAS FLORES | ALVARO OBREGON,17473.11,633,1.101081032512243,0.32745177288247673
BELEN DE LAS FLORES_ | ALVARO OBREGON,26.68,633,1.0,-0.0
BELISARIO DOMINGUEZ | GUSTAVO A. MADERO,21158.86,347,2.8169131040141107,1.197790500636977
BELISARIO DOMINGUEZ | TLALPAN,228562.63,259,1.1352319055831657,0.24450131134457376
BELLA VISTA | ALVARO OBREGON,237477.41999999998,2932,1.6117780376761717,0.7562566990845311
BELLAVISTA (U HAB) | IZTAPALAPA,18608.629999999997,1322,1.286381103821184,0.598879498960548
BELVEDERE | TLALPAN,632.51,1020,1.0,-0.0
BENITO JUAREZ (AMPL) | GUSTAVO A. MADERO,5177.35,751,1.2424174529440735,0.5538504932004593
BENITO JUAREZ | GUSTAVO A. MADERO,14473.599999999999,1801,1.8388707716117623,0.44153766273422423
BENITO JUAREZ | IZTAPALAPA,10246.33,363,1.374070520859664,0.6610865927320039
BONANZA | ALVARO OBREGON,12850.54,497,2.0,-0.0
BONDOJITO | GUSTAVO A. MADERO,85141.96,1685,2.041362214353534,0.8912062534943175
"BOSQUE DE CHAPULTEPEC I, II Y III SECCIONES | MIGUEL HIDALGO",232516.7,1584,1.0,-0.0
BOSQUE RESIDENCIAL DEL SUR (FRACC) | XOCHIMILCO,24584.2,1179,2.1991775205213107,0.6729003481628856
BOSQUES DE CHAPULTEPEC (POLANCO) | MIGUEL HIDALGO,256250.54,1584,3.9933336335603427,0.015795245828206884
BOSQUES DE LAS LOMAS | CUAJIMALPA DE MORELOS,287134.66,4021,3.907028639454394,0.18264778473761
BOSQUES DE LAS LOMAS | MIGUEL HIDALGO,324189.8,1953,3.998399548659458,0.004553718907008791
BOSQUES DE TARANGO | ALVARO OBREGON,20556.84,1706,3.894995534333098,0.1517194162166994
BOSQUES DE TETLAMEYA | COYOACAN,64025.689999999995,290,2.0093526520370184,0.9617732073308961
BOSQUES DEL PEDREGAL | TLALPAN,7.24,1587,2.0,-0.0
BUENAVISTA I | CUAUHTEMOC,197930.49999999997,2700,1.6692175788976433,0.6556274363866247
BUENAVISTA I | IZTAPALAPA,853.26,3174,1.5284204111290816,0.6915308700146776
BUENAVISTA II | CUAUHTEMOC,297501.44,3107,1.9616163538569762,0.9703909418852391
BUENAVISTA II | IZTAPALAPA,4.34,3777,1.0,-0.0
C T M ARAGON (U) | GUSTAVO A. MADERO,19478.859999999997,1830,2.1289105214576214,0.38431039257889577
C T M ARAGON AMPLIACION (U) | GUSTAVO A. MADERO,822.9399999999999,102,3.0,-0.0
CABEZA DE JUAREZ I (U HAB) | IZTAPALAPA,36324.55,281,2.0,-0.0
CACAMA | IZTAPALAPA,91621.11,597,1.8816770501907256,1.02268167769894
CAFETALES I (RDCIAL) | COYOACAN,37438.0,492,3.774626315508307,0.5336255995064156
CAFETALES II (RDCIAL) | COYOACAN,9507.42,469,3.690468076512871,0.3320086669774454
CALTONGO (BARR) | XOCHIMILCO,724.36,2258,1.0,-0.0
CALVARIO CAMISETAS | TLALPAN,12775.580000000002,195,2.689880224616025,0.6191964654896662
CALZADA JALALPA | ALVARO OBREGON,174.57,1327,1.0,-0.0
CAMINO A SAN JUAN DE ARAGON (PBLO) | GUSTAVO A. MADERO,45035.810000000005,1242,1.1240681582056586,0.24085930868469815
CAMPAMENTO 2 DE OCTUBRE I | IZTACALCO,18920.72,2259,1.5059659463276236,0.9060965817042732
CAMPAMENTO 2 DE OCTUBRE II | IZTACALCO,39484.119999999995,2344,1.909771067456993,1.0826690016518825
CAMPESTRE ARAGON I | GUSTAVO A. MADERO,85637.61,3264,1.775844047959769,0.5490735354988655
CAMPESTRE ARAGON II | GUSTAVO A. MADERO,169058.69999999998,3453,1.904932133040181,0.3141087995181956
CAMPESTRE CHURUBUSCO | COYOACAN,267869.01,4000,3.177758748576403,0.9885756052211323
CAMPESTRE COYOACAN (FRACC) | COYOACAN,38483.31,785,3.038717563535985,0.627191259258328
CAMPESTRE POTRERO | IZTAPALAPA,495.23,4015,1.2717727116693254,0.5850140582655539
CANAL ONCE (U HAB) | XOCHIMILCO,14840.740000000002,269,1.397783398941023,0.3912890884559154
CANANEA (U HAB) | IZTAPALAPA,768.1899999999999,1367,1.0,-0.0
CANDELARIA DELOS PATOS (U HAB) | VENUSTIANO CARRANZA,9795.52,599,2.0,-0.0
CANTERA PUENTE DE PIEDRA | TLALPAN,29001.750000000004,1337,2.327435413380227,1.2830885713376943
CANTIL DEL PEDREGAL | COYOACAN,17529.5,174,3.8647582646396073,0.41070842053228296
CANUTILLO 3RA SECCION | ALVARO OBREGON,64027.619999999995,1106,1.170917488421403,0.45733802899994735
CAPULTITLAN | GUSTAVO A. MADERO,87980.69,1182,2.1738292800386083,0.48792470812043504
CARACOL | VENUSTIANO CARRANZA,70102.81,1519,1.8806470097275703,0.3656338843797903
CARLOS HANK GONZALEZ | IZTAPALAPA,34099.17,3150,1.1199398695041551,0.36680516833681964
CARLOS ZAPATA VELA | IZTACALCO,77345.01,2204,1.2376940671415002,0.548407318408106
CARMEN SERDAN ( U HAB) | IZTAPALAPA,35.88,435,1.0,-0.0
CARMEN SERDAN | COYOACAN,22205.77,2218,1.6145735995644375,0.6666582336691691
CAROLA | ALVARO OBREGON,15321.11,129,1.0,-0.0
CASA BLANCA | IZTAPALAPA,30634.770000000004,1227,1.7546085705882564,0.557215240673768
CASAS ALEMAN (AMPL) I | GUSTAVO A. MADERO,146530.6,3188,1.7188879319404957,0.5940005583106457
CASAS ALEMAN (AMPL) II | GUSTAVO A. MADERO,146027.12,3146,1.7989723415760033,0.501823764588449
CASTILLO CHICO | GUSTAVO A. MADERO,5686.25,1183,1.4034627390635306,0.6743907303268584
CASTILLO GRANDE | GUSTAVO A. MADERO,4639.2,1108,1.8495602690118986,0.42347108796371813
CENTRO DE AZCAPOTZALCO | AZCAPOTZALCO,130119.51000000001,1143,1.7922180155766032,0.5468813640779555
CENTRO I | CUAUHTEMOC,253129.26,2159,1.6607077348545165,1.0319204103242718
CENTRO I | VENUSTIANO CARRANZA,145214.93,2169,1.2685732796207665,0.6124599035680471
CENTRO II | CUAUHTEMOC,205393.59,2360,1.5686311826965973,0.9364467230196412
CENTRO II | VENUSTIANO CARRANZA,135601.77000000002,1070,2.101026557396706,1.1125798097326085
CENTRO III | CUAUHTEMOC,210062.15,1517,2.255032379702864,1.3267024851188594
CENTRO IV | CUAUHTEMOC,818160.9099999999,2472,2.382442752000948,1.347029370619186
CENTRO URBANO (U HAB) | COYOACAN,10304.630000000001,152,1.0,-0.0
CENTRO URBANO PRESIDENTE ALEMAN (U HAB) | BENITO JUAREZ,50731.649999999994,938,3.0,-0.0
CENTRO URBANO TLALPAN (U HAB) | COYOACAN,40295.32,215,1.0,-0.0
CENTRO V | CUAUHTEMOC,130786.76,863,2.047460155752769,1.2952270240776873
CENTRO VI | CUAUHTEMOC,357609.18,2623,1.9570341846369828,1.24959671811886
CENTRO VII | CUAUHTEMOC,256259.11,2233,2.3301550528291464,1.3363128716213775
CENTRO VIII | CUAUHTEMOC,658407.76,103831,2.777965739650456,1.2713357998692736
CERRO DE LA ESTRELLA I | IZTAPALAPA,89288.09,3358,1.479193249626014,0.6922810887704763
CERRO DE LA ESTRELLA II | IZTAPALAPA,101785.20999999999,2868,1.3955414544018723,0.6711624165660477
CERRO GRANDE | XOCHIMILCO,4310.5,649,1.0,-0.0
CERRO PRIETO | GUSTAVO A. MADERO,39634.149999999994,1164,2.5784294604526656,0.8228994691997122
CHALMA DE GUADALUPE I | GUSTAVO A. MADERO,353.66,3208,1.2012950291240174,0.5021924826257662
CHALMA DE GUADALUPE II | GUSTAVO A. MADERO,8228.539999999999,2885,3.3238593966851955,0.6466420879419652
CHAPULTEPEC MORALES (POLANCO) | MIGUEL HIDALGO,579934.47,3258,3.9849352807050766,0.07787857151152779
CHAPULTEPEC POLANCO (POLANCO) | MIGUEL HIDALGO,608043.3600000001,1560,3.982708437108827,0.061668437018737296
CHICHICASPATL | TLALPAN,0.0,725,0.0,-0.0
CHIMALISTAC | ALVARO OBREGON,64673.21000000001,340,3.8020409068917407,0.24313093920470616
CHIMALISTAC | COYOACAN,28034.19,236,1.7769352351539318,0.5719856534335825
CHINAMPAC DE JUAREZ II | IZTAPALAPA,1117.31,4440,1.0,-0.0
CHINAMPAC DE JUAREZ III | IZTAPALAPA,73765.69,2524,1.0,-0.0
CHINAMPAS DE SANTA MA TOMATLAN | IZTAPALAPA,15157.37,389,2.0,-0.0
CHURUBUSCO TEPEYAC | GUSTAVO A. MADERO,18318.23,529,3.8679610420875816,0.3902443831874764
CITLALLI | IZTAPALAPA,2495.13,4000,1.267028170876868,0.5802805353641868
CIUDAD DE LOS DEPORTES | BENITO JUAREZ,174443.57,2320,3.6960508776563104,0.44834616961844864
CIUDAD JARDIN | COYOACAN,36877.01,951,3.561791208126689,0.41583038470102973
CIUDAD UNIVERSITARIA | COYOACAN,19792.699999999997,144,1.6589762892379514,0.9079847730305199
CLAVERIA | AZCAPOTZALCO,271031.47000000003,3264,2.3734573332019337,0.7683927194539943
CLUB DE GOLF MEXICO-SAN BUENAVENTURA | TLALPAN,46068.1,900,3.409936810938589,0.4957762138486672
COAPA 2A SECCION-RAMOS MILLAN | TLALPAN,57325.159999999996,1090,3.7569114503997896,0.28127663600498526
COAPA-VILLA CUEMANCO | TLALPAN,25571.38,626,3.5722205841061374,0.7725474592671702
COCOYOTES (AMPL) | GUSTAVO A. MADERO,1049.7,361,1.0,-0.0
COCOYOTES | GUSTAVO A. MADERO,577.06,1329,1.0,-0.0
COLINAS DE TARANGO | ALVARO OBREGON,3486.69,194,3.0236786178295176,0.6309025135521789
COLINAS DEL BOSQUE-LAS TORTOLAS | TLALPAN,31385.93,1864,1.0,-0.0
COLINAS DEL SUR | ALVARO OBREGON,49078.850000000006,3789,3.3260180301698186,1.0203331143223648
COLONIAL IZTAPALAPA (FRACC) | IZTAPALAPA,9486.26,1440,2.0,-0.0
COLTONGO | AZCAPOTZALCO,67149.95000000001,991,1.796642737634205,0.5050215013748092
COMPOSITORES MEXICANOS | GUSTAVO A. MADERO,14702.35,3254,1.3969209004002763,0.671743430731333
CONCORDIA ZARAGOZA (U HAB) | IZTAPALAPA,68129.45,999,2.0,-0.0
CONDESA | CUAUHTEMOC,352898.62,3946,2.9133208285144327,1.1578554806939922
CONDOMINIO DEL BOSQUE (FRACC)-BOSQUE DE TLALPAN | TLALPAN,1507.59,243,4.0,-0.0
CONJUNTO HABITACIONAL PEDREGAL DEL LAGO | TLALPAN,52629.100000000006,492,2.0532653988002836,0.6481178397079217
CONJUNTO URBANO CUEMANCO (U HAB) | TLALPAN,13640.57,676,1.2677556729667454,0.39369238802159673
CONSEJO AGRARISTA MEXICANO I | IZTAPALAPA,51592.47,4172,1.5558557285588381,0.6868944124588755
CONSEJO AGRARISTA MEXICANO II | IZTAPALAPA,82993.22,3515,1.2687953305101307,0.582056963746341
CONSTITUCION DE 1917 I | IZTAPALAPA,43128.91,2642,1.9124311279835267,0.2968767007241636
CONSTITUCION DE 1917 II | IZTAPALAPA,51116.329999999994,1598,1.9222860874401586,0.273150135531709
CONSTITUCION DE LA REPUBLICA | GUSTAVO A. MADERO,63237.3,3720,2.679669435602089,1.0039353999560243
COPILCO EL ALTO | COYOACAN,17999.09,1090,1.6416507723446019,0.6524624818694216
COPILCO EL BAJO | COYOACAN,113545.49,1561,2.1217529643845827,0.8877968633108778
COPILCO UNIVERSIDAD | COYOACAN,77930.36,1148,2.8239908040974018,1.278329443709743
CORPUS CHRISTY | ALVARO OBREGON,45184.14,2402,1.8927922496699063,0.5589767921701373
CORPUS CURISTY AMPL XOCOMECATLA | ALVARO OBREGON,26692.19,895,2.0,-0.0
CORREDOR SANTA FE | CUAJIMALPA DE MORELOS,544084.4,5432,3.1642417794004016,0.8302808610016753
COSMOPOLITA (AMPL) | AZCAPOTZALCO,5240.37,303,1.8201997187221512,0.47109050866766533
COSMOPOLITA | AZCAPOTZALCO,26153.19,747,2.0,-0.0
COUNTRY CLUB | COYOACAN,103608.28,1055,2.760566723045687,0.9177088111949633
COVE | ALVARO OBREGON,87751.25000000001,1249,1.9153030868506145,0.43080367965879135
CREDITO CONSTRUCTOR | BENITO JUAREZ,57090.53,337,3.510236986764705,0.5200993822919064
CRISTO REY | ALVARO OBREGON,24714.050000000003,242,1.905944189641115,0.9377350738463486
CRISTO REY | XOCHIMILCO,1375.04,574,1.0,-0.0
CRUZ DEL FAROL | TLALPAN,163.98000000000002,845,2.0,-0.0
CTM ATZACOALCO (U HAB) | GUSTAVO A. MADERO,47082.79,2557,1.9853674771609753,0.07634016055851814
CTM EL RISCO (U HAB) | GUSTAVO A. MADERO,26784.1,2597,1.586356084393353,0.6781573848999359
CTM IX CULHUACAN 32-33 (U HAB) | COYOACAN,48382.54,1232,2.0,-0.0
CTM IX CULHUACAN ZONA 29-30 (U HAB) | COYOACAN,20092.78,1182,1.599857262160836,0.6730694997783041
CTM IXA CULHUACAN (U HAB) | COYOACAN,26530.050000000003,978,1.9704727280951222,0.13309505924499643
CTM V CULHUACAN (U HAB) | COYOACAN,43091.979999999996,1986,1.3343404039452353,0.637209935666271
CTM VI CULHUACAN (U HAB) | COYOACAN,77928.48999999999,4653,1.7977136474734723,0.5035556919027905
